"Dibutyltennväteborat	'75113-37-0	'401-040-5	Utfasningsämne	CMR (kategori 1A och 1B), Reproduktionsstörande"	 Allergiframkallande	 Hög kronisk giftighet	 Mutagena (kategori 2)	 Miljöfarligt, långtidseffekter		
"Nafta (petroleum), katalytiskt reformerad lätt, aromatfri fraktion	'85116-59-2	'285-510-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Bensin	'86290-81-5	'289-220-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Aromatiska kolväten, C7-8, dealkyleringsprodukter, destillationsåterstoder	'90989-42-7	'292-698-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C4-6, pentavdrivare lätta, aromatisk vätebehandling	'91995-38-9	'295-298-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), värmebehandlad ångkrackad nafta, C5-rika	'91995-41-4	'295-302-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Extrakt (petroleum), katalytiskt reformerad lätt nafta lösningsmedels-	'91995-68-5	'295-331-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), väteavsvavlad lätt, avaromatiserad	'92045-53-9	'295-434-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), lätt, C5-rik, sweetened	'92045-60-8	'295-442-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C8-11, naftakrackning, toluenfraktion	'92045-62-0	'295-444-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C4-11, naftakrackning, aromatfria	'92045-63-1	'295-445-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), lätt värmebehandlad, ångkrackad	'92201-97-3	'296-028-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), C6-rika	'93165-19-6	'296-903-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Bensin, pyrolys-, hydrerad	'94114-03-1	'302-639-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), ångkrackade, C8-12-fraktion, polymeriserade, lätta destillationsfraktioner	'95009-23-7	'305-750-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Extrakt (petroleum), tunga naftenlösningsmedels-, lerbehandlade	'97926-43-7	'308-261-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), lätt, ångkrackad, befriad från bensen, termiskt behandlad	'98219-46-6	'308-713-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), lätt, ångkrackad, termiskt behandlad	'98219-47-7	'308-714-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), C7-9, C8-rika, väteavvsvavlade, avaromatiserade	'101316-56-7	'309-862-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C6-8, hydrerade, sorption-avaromatiserade, toluenraffinering	'101316-66-9	'309-870-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), väteavsvavlad full-range coker-	'101316-76-1	'309-879-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), sweetened lätt	'101795-01-1	'309-976-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C3-6, C5-rika, ångkrackad nafta	'102110-14-5	'310-012-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C5-rika, bicyklopentadienhaltiga	'102110-15-6	'310-013-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Återstoder (petroleum), ångkrackade lätta, aromatiska	'102110-55-4	'310-057-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"kolväten, C5, C5-6-rika	'68476-50-6	'270-690-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C5-rika	'68476-55-1	'270-695-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Aromatiska kolväten, C8-10	'90989-39-2	'292-695-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), lätta katalytiskt krackade	'64741-59-9	'265-060-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), intermediära katalytiskt krackade	'64741-60-2	'265-062-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätta termiskt krackade	'64741-82-8	'265-084-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade lätta katalytiskt krackade	'68333-25-5	'269-781-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätt ångkrackad nafta	'68475-80-9	'270-662-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), krackade ångkrackade petroleumdestillat	'68477-38-3	'270-727-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gasoljor (petroleum), ångkrackade	'68527-18-4	'271-260-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade termiskt krackade medeltunga	'85116-53-6	'285-505-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gasoljor (petroleum), termiskt krackade, väteavsvavlade	'92045-29-9	'295-411-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), hydrerad ångkrackad nafta	'92062-00-5	'295-514-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), ångkrackad naftadestillation	'92062-04-9	'295-517-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätta katalytiskt krackade, termiskt nedbrutna	'92201-60-0	'295-991-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), ångkrackad värmebehandlad nafta	'93763-85-0	'297-905-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gasoljor (petroleum), lätta vakuum-, termiskt krackade väteavsvavlade	'97926-59-5	'308-278-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade medeltunga coker-	'101316-59-0	'309-865-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), tunga ångkrackade	'101631-14-5	'309-939-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), tunga hydrokrackade	'64741-76-0	'265-077-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade tunga paraffiniska	'64741-88-4	'265-090-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade lätta paraffiniska	'64741-89-5	'265-091-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), lösningsmedelsavasfalterade	'64741-95-3	'265-096-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade tunga nafteniska	'64741-96-4	'265-097-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade lätta nafteniska	'64741-97-5	'265-098-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), lösningsmedelsraffinerade	'64742-01-4	'265-101-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lerbehandlade tunga paraffiniska	'64742-36-5	'265-137-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lerbehandlade lätta paraffiniska	'64742-37-6	'265-138-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), lerbehandlade	'64742-41-2	'265-143-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lerbehandlade tunga nafteniska	'64742-44-5	'265-146-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lerbehandlade lätta nafteniska	'64742-45-6	'265-147-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), vätebehandlade tunga nafteniska	'64742-52-5	'265-155-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), vätebehandlade lätta nafteniska	'64742-53-6	'265-156-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), vätebehandlade tunga paraffiniska	'64742-54-7	'265-157-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), vätebehandlade lätta paraffiniska	'64742-55-8	'265-158-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade lätta paraffiniska	'64742-56-9	'265-159-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), vätebehandlade	'64742-57-0	'265-160-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), lösningsmedelsavvaxade	'64742-62-7	'265-166-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade tunga nafteniska	'64742-63-8	'265-167-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade lätta nafteniska	'64742-64-9	'265-168-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade tunga paraffiniska	'64742-65-0	'265-169-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Naftenoljor (petroleum), katalytiskt avvaxade tunga	'64742-68-3	'265-172-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Naftenoljor (petroleum), katalytiskt avvaxade lätta	'64742-69-4	'265-173-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Paraffinoljor (petroleum), katalytiskt avvaxade tunga	'64742-70-7	'265-174-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Paraffinoljor (petroleum), katalytiskt avvaxade lätta	'64742-71-8	'265-176-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Naftenoljor (petroleum), komplexa avvaxade tunga	'64742-75-2	'265-179-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Naftenoljor (petroleum), komplexa avvaxade lätta	'64742-76-3	'265-180-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C20-50, vätebehandladeneutrala oljebaserade, högviskösa	'72623-85-9	'276-736-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C15-30, vätebehandlade neutrala oljebaserade	'72623-86-0	'276-737-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C20-50, vätebehandlade neutrala oljebaserade	'72623-87-1	'276-738-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor	'74869-22-0	'278-012-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), komplexa avvaxade tunga paraffiniska	'90640-91-8	'292-613-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), komplexa avvaxade lätta paraffiniska	'90640-92-9	'292-614-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade tunga paraffiniska lerbehandlade	'90640-94-1	'292-616-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C20-50, lösningsmedelsavvaxade tunga paraffiniska, vätebehandlade	'90640-95-2	'292-617-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"destillat (petroleum), lösningsmedelsavvaxade lätta paraffiniska, lerbehandlade	'90640-96-3	'292-618-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsavvaxade lätta paraffiniska, vätebehandlade	'90640-97-4	'292-620-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), vätebehandlade, lösningsmedelsavvaxade	'90669-74-2	'292-656-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), katalytiskt avvaxade	'91770-57-9	'294-843-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), avvaxade tunga paraffiniska, vätebehandlade	'91995-39-0	'295-300-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), avvaxade lätta paraffiniska, vätebehandlade	'91995-40-3	'295-301-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), hydrokrackade lösningsmedelsraffinerade, avvaxade	'91995-45-8	'295-306-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade lätta nafteniska, vätebehandlade	'91995-54-9	'295-316-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C17-35, lösningsmedelsextraherade, avvaxade, vätebehandlade	'92045-42-6	'295-423-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), hydrokrackade icke aromatiska lösningsmedelsavparaffinerade	'92045-43-7	'295-424-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum), hydrokrackade syrabehandlade lösningsmedelsavvaxade	'92061-86-4	'295-499-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Paraffinoljor (petroleum), lösningsmedelsraffinerade avvaxade tunga	'92129-09-4	'295-810-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), basoljor, paraffiniska	'93572-43-1	'297-474-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, hydrokrackade paraffiniska destillationsåterstoder, lösningsmedelsavvaxade	'93763-38-3	'297-857-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C20-50, återstodsoljehydrering, vakuumdestillat	'93924-61-9	'300-257-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade vätebehandlade tunga, hydrerade	'94733-08-1	'305-588-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade hydrokrackade lätta	'94733-09-2	'305-589-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C18-40, lösningsmedelsavvaxade hydrokrackade destillatbaserade	'94733-15-0	'305-594-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C18-40, lösningsmedelsavvaxade hydrerade raffinatbaserade	'94733-16-1	'305-595-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C13-30, aromatrika, lösningsmedelsextraherade nafteniska destillat	'95371-04-3	'305-971-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C16-32, aromatrika, lösningsmedelsextraherade nafteniska destillat	'95371-05-4	'305-972-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C37-68, avvaxade avasfalterade vätebehandlade vakuumdestillationsåterstoder	'95371-07-6	'305-974-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C37-65, vätebehandlade avasfalterade vakuumdestillationsåterstoder	'95371-08-7	'305-975-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), hydrokrackade lösningsmedelsraffinerade lätta	'97488-73-8	'307-010-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lösningsmedelsraffinerade hydrerade tunga	'97488-74-9	'307-011-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Smörjoljor (petroleum), C18-27, hydrokrackade lösningsmedelavvaxade	'97488-95-4	'307-034-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C17-30, vätebehandlade lösningsmedelavasfalterade atmosfäriska destillationsåterstoder, lätta destillat	'97675-87-1	'307-661-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Kolväten, C17-40, vätebehandlade lösningsmedelavasfalterade destillationsåterstoder, lätta vakuumdestillat	'97722-06-0	'307-755-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
